id,name,set_name,pricecharting_id,pc_product_name,pc_console_name,name_score,set_score,reason
base1-11,Nidoking,Base,630424,,,0.0,0.0,id_not_found
base1-102,Water Energy,Base,630515,,,0.0,0.0,id_not_found
base1-12,Ninetales,Base,630425,,,0.0,0.0,id_not_found
base1-14,Raichu,Base,630427,,,0.0,0.0,id_not_found
base1-15,Venusaur,Base,630428,,,0.0,0.0,id_not_found
base1-16,Zapdos,Base,630429,,,0.0,0.0,id_not_found
base1-17,Beedrill,Base,630430,,,0.0,0.0,id_not_found
base1-18,Dragonair,Base,630431,,,0.0,0.0,id_not_found
base1-19,Dugtrio,Base,630432,,,0.0,0.0,id_not_found
base1-2,Blastoise,Base,630415,,,0.0,0.0,id_not_found
base1-23,Arcanine,Base,630436,,,0.0,0.0,id_not_found
base1-22,Pidgeotto,Base,630435,,,0.0,0.0,id_not_found
base1-24,Charmeleon,Base,630437,,,0.0,0.0,id_not_found
base1-25,Dewgong,Base,630438,,,0.0,0.0,id_not_found
base1-3,Chansey,Base,630416,,,0.0,0.0,id_not_found
base1-31,Jynx,Base,630444,,,0.0,0.0,id_not_found
base1-30,Ivysaur,Base,630443,,,0.0,0.0,id_not_found
base1-32,Kadabra,Base,630445,,,0.0,0.0,id_not_found
base1-37,Nidorino,Base,630450,,,0.0,0.0,id_not_found
base1-39,Porygon,Base,630452,,,0.0,0.0,id_not_found
base1-40,Raticate,Base,630453,,,0.0,0.0,id_not_found
base1-41,Seel,Base,630454,,,0.0,0.0,id_not_found
base1-44,Bulbasaur,Base,630457,,,0.0,0.0,id_not_found
base1-48,Doduo,Base,630461,,,0.0,0.0,id_not_found
base1-49,Drowzee,Base,630462,,,0.0,0.0,id_not_found
base1-5,Clefairy,Base,630418,,,0.0,0.0,id_not_found
base1-50,Gastly,Base,630463,,,0.0,0.0,id_not_found
base1-51,Koffing,Base,630464,,,0.0,0.0,id_not_found
base1-52,Machop,Base,630465,,,0.0,0.0,id_not_found
base1-58,Pikachu,Base,630471,,,0.0,0.0,id_not_found
base1-59,Poliwag,Base,630472,,,0.0,0.0,id_not_found
base1-6,Gyarados,Base,630419,,,0.0,0.0,id_not_found
base1-60,Ponyta,Base,630473,,,0.0,0.0,id_not_found
base1-61,Rattata,Base,630474,,,0.0,0.0,id_not_found
base1-63,Squirtle,Base,630476,,,0.0,0.0,id_not_found
base1-66,Tangela,Base,630479,,,0.0,0.0,id_not_found
base1-67,Voltorb,Base,630480,,,0.0,0.0,id_not_found
base1-69,Weedle,Base,630482,,,0.0,0.0,id_not_found
base1-7,Hitmonchan,Base,630420,,,0.0,0.0,id_not_found
base1-71,Computer Search,Base,630484,,,0.0,0.0,id_not_found
base1-73,Impostor Professor Oak,Base,2618194,,,0.0,0.0,id_not_found
base1-77,Pokémon Trader,Base,630490,,,0.0,0.0,id_not_found
base1-79,Super Energy Removal,Base,630492,,,0.0,0.0,id_not_found
base1-81,Energy Retrieval,Base,630494,,,0.0,0.0,id_not_found
base1-86,Pokémon Flute,Base,630499,,,0.0,0.0,id_not_found
base1-88,Professor Oak,Base,630501,,,0.0,0.0,id_not_found
base1-89,Revive,Base,630502,,,0.0,0.0,id_not_found
base1-9,Magneton,Base,630422,,,0.0,0.0,id_not_found
base1-94,Potion,Base,630507,,,0.0,0.0,id_not_found
base1-95,Switch,Base,630508,,,0.0,0.0,id_not_found
base2-10,Scyther,Jungle,643334,,,0.0,0.0,id_not_found
base2-12,Vaporeon,Jungle,643339,,,0.0,0.0,id_not_found
base2-19,Flareon,Jungle,1099559,,,0.0,0.0,id_not_found
base2-2,Electrode,Jungle,643304,,,0.0,0.0,id_not_found
base2-20,Jolteon,Jungle,1099560,,,0.0,0.0,id_not_found
base2-24,Pidgeot,Jungle,1099564,,,0.0,0.0,id_not_found
base2-26,Scyther,Jungle,1099566,,,0.0,0.0,id_not_found
base2-25,Pinsir,Jungle,1099565,,,0.0,0.0,id_not_found
base2-27,Snorlax,Jungle,1099567,,,0.0,0.0,id_not_found
base2-33,Butterfree,Jungle,643299,,,0.0,0.0,id_not_found
base2-34,Dodrio,Jungle,643302,,,0.0,0.0,id_not_found
base2-35,Exeggutor,Jungle,643306,,,0.0,0.0,id_not_found
base2-41,Parasect,Jungle,643324,,,0.0,0.0,id_not_found
base2-45,Rhydon,Jungle,643332,,,0.0,0.0,id_not_found
base2-48,Weepinbell,Jungle,643344,,,0.0,0.0,id_not_found
base2-5,Kangaskhan,Jungle,643313,,,0.0,0.0,id_not_found
base2-51,Eevee,Jungle,643303,,,0.0,0.0,id_not_found
base2-53,Goldeen,Jungle,643310,,,0.0,0.0,id_not_found
base2-54,Jigglypuff,Jungle,643311,,,0.0,0.0,id_not_found
base2-56,Meowth,Jungle,643317,,,0.0,0.0,id_not_found
base2-6,Mr. Mime,Jungle,643318,,,0.0,0.0,id_not_found
base2-62,Spearow,Jungle,643337,,,0.0,0.0,id_not_found
base2-7,Nidoqueen,Jungle,643319,,,0.0,0.0,id_not_found
base3-13,Muk,Fossil,643426,,,0.0,0.0,id_not_found
base3-15,Zapdos,Fossil,643441,,,0.0,0.0,id_not_found
base3-14,Raichu,Fossil,643431,,,0.0,0.0,id_not_found
base3-20,Gengar,Fossil,1341267,,,0.0,0.0,id_not_found
base3-2,Articuno,Fossil,643398,,,0.0,0.0,id_not_found
base3-28,Muk,Fossil,1341276,,,0.0,0.0,id_not_found
base3-29,Raichu,Fossil,1341277,,,0.0,0.0,id_not_found
base3-33,Gastly,Fossil,643405,,,0.0,0.0,id_not_found
base3-36,Golem,Fossil,643410,,,0.0,0.0,id_not_found
base3-37,Graveler,Fossil,643411,,,0.0,0.0,id_not_found
base3-39,Magmar,Fossil,643422,,,0.0,0.0,id_not_found
base3-40,Omastar,Fossil,643429,,,0.0,0.0,id_not_found
base3-43,Slowbro,Fossil,643436,,,0.0,0.0,id_not_found
base3-44,Tentacruel,Fossil,643439,,,0.0,0.0,id_not_found
base3-47,Geodude,Fossil,643407,,,0.0,0.0,id_not_found
base3-5,Gengar,Fossil,643406,,,0.0,0.0,id_not_found
base3-52,Omanyte,Fossil,643428,,,0.0,0.0,id_not_found
base3-53,Psyduck,Fossil,643430,,,0.0,0.0,id_not_found
base3-6,Haunter,Fossil,643413,,,0.0,0.0,id_not_found
base3-61,Recycle,Fossil,643432,,,0.0,0.0,id_not_found
base4-1,Alakazam,Base Set 2,643564,,,0.0,0.0,id_not_found
base4-101,Computer Search,Base Set 2,641903,,,0.0,0.0,id_not_found
base4-102,Imposter Professor Oak,Base Set 2,641904,,,0.0,0.0,id_not_found
base4-104,Lass,Base Set 2,641906,,,0.0,0.0,id_not_found
base4-103,Item Finder,Base Set 2,641905,,,0.0,0.0,id_not_found
base4-107,Scoop Up,Base Set 2,641909,,,0.0,0.0,id_not_found
base4-110,Energy Retrieval,Base Set 2,641912,,,0.0,0.0,id_not_found
base4-117,Super Potion,Base Set 2,641919,,,0.0,0.0,id_not_found
base4-118,Bill,Base Set 2,641920,,,0.0,0.0,id_not_found
base4-12,Nidoqueen,Base Set 2,641815,,,0.0,0.0,id_not_found
base4-120,Gust of Wind,Base Set 2,641922,,,0.0,0.0,id_not_found
base4-122,Potion,Base Set 2,641924,,,0.0,0.0,id_not_found
base4-127,Grass Energy,Base Set 2,641929,,,0.0,0.0,id_not_found
base4-128,Lightning Energy,Base Set 2,641930,,,0.0,0.0,id_not_found
base4-13,Ninetales,Base Set 2,641816,,,0.0,0.0,id_not_found
base4-130,Water Energy,Base Set 2,641932,,,0.0,0.0,id_not_found
base4-15,Poliwrath,Base Set 2,641818,,,0.0,0.0,id_not_found
base4-19,Wigglytuff,Base Set 2,641822,,,0.0,0.0,id_not_found
base4-21,Beedrill,Base Set 2,641824,,,0.0,0.0,id_not_found
base4-23,Dugtrio,Base Set 2,641826,,,0.0,0.0,id_not_found
base4-25,Electrode,Base Set 2,641828,,,0.0,0.0,id_not_found
base4-3,Chansey,Base Set 2,641806,,,0.0,0.0,id_not_found
base4-34,Butterfree,Base Set 2,641837,,,0.0,0.0,id_not_found
base4-35,Charmeleon,Base Set 2,641838,,,0.0,0.0,id_not_found
base4-36,Dewgong,Base Set 2,641839,,,0.0,0.0,id_not_found
base4-42,Growlithe,Base Set 2,641845,,,0.0,0.0,id_not_found
base4-43,Haunter,Base Set 2,641846,,,0.0,0.0,id_not_found
base4-45,Jynx,Base Set 2,641848,,,0.0,0.0,id_not_found
base4-47,Kakuna,Base Set 2,641850,,,0.0,0.0,id_not_found
base4-49,Machoke,Base Set 2,641852,,,0.0,0.0,id_not_found
base4-48,Lickitung,Base Set 2,641851,,,0.0,0.0,id_not_found
base4-62,Tauros,Base Set 2,641865,,,0.0,0.0,id_not_found
base4-64,Weepinbell,Base Set 2,641867,,,0.0,0.0,id_not_found
base4-65,Abra,Base Set 2,641868,,,0.0,0.0,id_not_found
base4-67,Bulbasaur,Base Set 2,641870,,,0.0,0.0,id_not_found
base4-68,Caterpie,Base Set 2,641871,,,0.0,0.0,id_not_found
base4-69,Charmander,Base Set 2,641872,,,0.0,0.0,id_not_found
base4-70,Cubone,Base Set 2,641873,,,0.0,0.0,id_not_found
base4-72,Doduo,Base Set 2,641875,,,0.0,0.0,id_not_found
base4-80,Meowth,Base Set 2,641883,,,0.0,0.0,id_not_found
base4-81,Metapod,Base Set 2,641884,,,0.0,0.0,id_not_found
base4-82,Nidoran ♀,Base Set 2,641885,,,0.0,0.0,id_not_found
base4-83,Nidoran ♂,Base Set 2,2383202,,,0.0,0.0,id_not_found
base4-85,Paras,Base Set 2,641887,,,0.0,0.0,id_not_found
base4-87,Pikachu,Base Set 2,641889,,,0.0,0.0,id_not_found
base4-91,Sandshrew,Base Set 2,641893,,,0.0,0.0,id_not_found
base4-94,Starmie,Base Set 2,641896,,,0.0,0.0,id_not_found
base4-97,Venonat,Base Set 2,641899,,,0.0,0.0,id_not_found
base4-98,Voltorb,Base Set 2,641900,,,0.0,0.0,id_not_found
base4-99,Vulpix,Base Set 2,641901,,,0.0,0.0,id_not_found
base5-1,Dark Alakazam,Team Rocket,643447,,,0.0,0.0,id_not_found
base5-10,Dark Machamp,Team Rocket,643464,,,0.0,0.0,id_not_found
base5-12,Dark Slowbro,Team Rocket,9090500,,,0.0,0.0,id_not_found
base5-21,Dark Charizard,Team Rocket,1341826,,,0.0,0.0,id_not_found
base5-23,Dark Dugtrio,Team Rocket,1341828,,,0.0,0.0,id_not_found
base5-26,Dark Hypno,Team Rocket,1341831,,,0.0,0.0,id_not_found
base5-28,Dark Magneton,Team Rocket,1341832,,,0.0,0.0,id_not_found
base5-29,Dark Slowbro,Team Rocket,1341833,,,0.0,0.0,id_not_found
base5-3,Dark Blastoise,Team Rocket,643449,,,0.0,0.0,id_not_found
base5-36,Dark Gloom,Team Rocket,643457,,,0.0,0.0,id_not_found
base5-40,Dark Machoke,Team Rocket,643465,,,0.0,0.0,id_not_found
base5-43,Dark Primeape,Team Rocket,643469,,,0.0,0.0,id_not_found
base5-42,Dark Persian,Team Rocket,643468,,,0.0,0.0,id_not_found
base5-41,Dark Muk,Team Rocket,643467,,,0.0,0.0,id_not_found
base5-46,Dark Wartortle,Team Rocket,643476,,,0.0,0.0,id_not_found
base5-5,Dark Dragonite,Team Rocket,5528495,,,0.0,0.0,id_not_found
base5-52,Diglett,Team Rocket,643479,,,0.0,0.0,id_not_found
base5-56,Ekans,Team Rocket,643483,,,0.0,0.0,id_not_found
base5-58,Koffing,Team Rocket,643489,,,0.0,0.0,id_not_found
base5-59,Machop,Team Rocket,643490,,,0.0,0.0,id_not_found
base5-62,Meowth,Team Rocket,643494,,,0.0,0.0,id_not_found
base5-63,Oddish,Team Rocket,643496,,,0.0,0.0,id_not_found
base5-67,Slowpoke,Team Rocket,643505,,,0.0,0.0,id_not_found
base5-73,The Boss's Way,Team Rocket,1341414,,,0.0,0.0,id_not_found
base5-74,Challenge!,Team Rocket,643445,,,0.0,0.0,id_not_found
base5-75,Digger,Team Rocket,643478,,,0.0,0.0,id_not_found
base5-80,Rainbow Energy,Team Rocket,2397935,,,0.0,0.0,id_not_found
base6-101,Potion Energy,Legendary Collection,842406,,,0.0,0.0,id_not_found
base6-103,Pokémon Trader,Legendary Collection,842408,,,0.0,0.0,id_not_found
base6-105,The Boss's Way,Legendary Collection,842410,,,0.0,0.0,id_not_found
base6-106,Challenge!,Legendary Collection,842411,,,0.0,0.0,id_not_found
base6-11,Gengar,Legendary Collection,842318,,,0.0,0.0,id_not_found
base6-12,Gyarados,Legendary Collection,842319,,,0.0,0.0,id_not_found
base6-15,Machamp,Legendary Collection,842322,,,0.0,0.0,id_not_found
base6-2,Articuno,Legendary Collection,842309,,,0.0,0.0,id_not_found
base6-20,Beedrill,Legendary Collection,842327,,,0.0,0.0,id_not_found
base6-24,Golem,Legendary Collection,842331,,,0.0,0.0,id_not_found
base6-25,Hypno,Legendary Collection,842332,,,0.0,0.0,id_not_found
base6-27,Kabutops,Legendary Collection,842334,,,0.0,0.0,id_not_found
base6-35,Rhydon,Legendary Collection,842342,,,0.0,0.0,id_not_found
base6-37,Charmeleon,Legendary Collection,842344,,,0.0,0.0,id_not_found
base6-42,Fearow,Legendary Collection,842349,,,0.0,0.0,id_not_found
base6-41,Dodrio,Legendary Collection,842348,,,0.0,0.0,id_not_found
base6-44,Graveler,Legendary Collection,842351,,,0.0,0.0,id_not_found
base6-43,Golduck,Legendary Collection,842350,,,0.0,0.0,id_not_found
base6-46,Haunter,Legendary Collection,842353,,,0.0,0.0,id_not_found
base6-51,Machoke,Legendary Collection,842358,,,0.0,0.0,id_not_found
base6-53,Meowth,Legendary Collection,842359,,,0.0,0.0,id_not_found
base6-61,Raticate,Legendary Collection,842367,,,0.0,0.0,id_not_found
base6-60,Rapidash,Legendary Collection,842366,,,0.0,0.0,id_not_found
base6-62,Sandslash,Legendary Collection,842368,,,0.0,0.0,id_not_found
base6-65,Tauros,Legendary Collection,842371,,,0.0,0.0,id_not_found
base6-7,Dark Raichu,Legendary Collection,842314,,,0.0,0.0,id_not_found
base6-72,Dratini,Legendary Collection,842378,,,0.0,0.0,id_not_found
base6-73,Drowzee,Legendary Collection,842379,,,0.0,0.0,id_not_found
base6-77,Geodude,Legendary Collection,842383,,,0.0,0.0,id_not_found
base6-78,Grimer,Legendary Collection,842384,,,0.0,0.0,id_not_found
base6-82,Nidoran ♀,Legendary Collection,842388,,,0.0,0.0,id_not_found
base6-83,Nidoran ♂,Legendary Collection,887877,,,0.0,0.0,id_not_found
base6-84,Onix,Legendary Collection,842389,,,0.0,0.0,id_not_found
base6-88,Psyduck,Legendary Collection,842393,,,0.0,0.0,id_not_found
base6-89,Rattata,Legendary Collection,842394,,,0.0,0.0,id_not_found
base6-96,Tentacool,Legendary Collection,842401,,,0.0,0.0,id_not_found
base6-95,Squirtle,Legendary Collection,842400,,,0.0,0.0,id_not_found
basep-10,Meowth,Wizards Black Star Promos,643532,,,0.0,0.0,id_not_found
basep-11,Eevee,Wizards Black Star Promos,643520,,,0.0,0.0,id_not_found
basep-12,Mewtwo,Wizards Black Star Promos,1341319,,,0.0,0.0,id_not_found
basep-13,Venusaur,Wizards Black Star Promos,643552,,,0.0,0.0,id_not_found
basep-17,Dark Persian,Wizards Black Star Promos,643518,,,0.0,0.0,id_not_found
basep-19,Sabrina's Abra,Wizards Black Star Promos,643542,,,0.0,0.0,id_not_found
basep-2,Electabuzz,Wizards Black Star Promos,643521,,,0.0,0.0,id_not_found
basep-28,Surfing Pikachu,Wizards Black Star Promos,643548,,,0.0,0.0,id_not_found
basep-29,Marill,Wizards Black Star Promos,643531,,,0.0,0.0,id_not_found
basep-3,Mewtwo,Wizards Black Star Promos,643534,,,0.0,0.0,id_not_found
basep-33,Scizor,Wizards Black Star Promos,643543,,,0.0,0.0,id_not_found
basep-34,Entei,Wizards Black Star Promos,643522,,,0.0,0.0,id_not_found
basep-37,Hitmontop,Wizards Black Star Promos,643524,,,0.0,0.0,id_not_found
basep-38,Unown [J],Wizards Black Star Promos,643551,,,0.0,0.0,id_not_found
basep-43,Machamp,Wizards Black Star Promos,643529,,,0.0,0.0,id_not_found
basep-47,Mew,Wizards Black Star Promos,2386848,,,0.0,0.0,id_not_found
basep-48,Articuno,Wizards Black Star Promos,2386850,,,0.0,0.0,id_not_found
basep-50,Celebi,Wizards Black Star Promos,643514,,,0.0,0.0,id_not_found
basep-9,Mew,Wizards Black Star Promos,2313440,,,0.0,0.0,id_not_found
bp-1,Electabuzz,Best of Game,2978632,,,0.0,0.0,id_not_found
bp-6,Dark Ivysaur,Best of Game,2978638,,,0.0,0.0,id_not_found
bp-4,Rocket's Scizor,Best of Game,2978572,,,0.0,0.0,id_not_found
bp-7,Dark Venusaur,Best of Game,2978641,,,0.0,0.0,id_not_found
bp-9,Rocket's Hitmonchan,Best of Game,10809805,,,0.0,0.0,id_not_found
bw1-101,Professor Juniper,Black & White,806407,,,0.0,0.0,id_not_found
bw1-108,Lightning Energy,Black & White,889188,,,0.0,0.0,id_not_found
bw1-11,Maractus,Black & White,806420,,,0.0,0.0,id_not_found
bw1-109,Psychic Energy,Black & White,889189,,,0.0,0.0,id_not_found
bw1-111,Darkness Energy,Black & White,2677907,,,0.0,0.0,id_not_found
bw1-114,Zekrom,Black & White,2618181,,,0.0,0.0,id_not_found
bw1-15,Tepig,Black & White,806336,,,0.0,0.0,id_not_found
bw1-16,Tepig,Black & White,886683,,,0.0,0.0,id_not_found
bw1-2,Snivy,Black & White,886680,,,0.0,0.0,id_not_found
bw1-22,Simisear,Black & White,4636918,,,0.0,0.0,id_not_found
bw1-25,Darmanitan,Black & White,806342,,,0.0,0.0,id_not_found
bw1-29,Dewott,Black & White,806345,,,0.0,0.0,id_not_found
bw1-3,Servine,Black & White,806326,,,0.0,0.0,id_not_found
bw1-32,Samurott,Black & White,886689,,,0.0,0.0,id_not_found
bw1-35,Basculin,Black & White,806349,,,0.0,0.0,id_not_found
bw1-36,Ducklett,Black & White,959527,,,0.0,0.0,id_not_found
bw1-37,Swanna,Black & White,806351,,,0.0,0.0,id_not_found
bw1-39,Alomomola,Black & White,886711,,,0.0,0.0,id_not_found
bw1-44,Joltik,Black & White,806355,,,0.0,0.0,id_not_found
bw1-49,Musharna,Black & White,806359,,,0.0,0.0,id_not_found
bw1-51,Swoobat,Black & White,806361,,,0.0,0.0,id_not_found
bw1-52,Venipede,Black & White,806362,,,0.0,0.0,id_not_found
bw1-56,Duosion,Black & White,806366,,,0.0,0.0,id_not_found
bw1-61,Throh,Black & White,806370,,,0.0,0.0,id_not_found
bw1-6,Serperior,Black & White,886681,,,0.0,0.0,id_not_found
bw1-63,Sandile,Black & White,806372,,,0.0,0.0,id_not_found
bw1-64,Krokorok,Black & White,806373,,,0.0,0.0,id_not_found
bw1-71,Zoroark,Black & White,806380,,,0.0,0.0,id_not_found
bw1-72,Vullaby,Black & White,806381,,,0.0,0.0,id_not_found
bw1-75,Klang,Black & White,806384,,,0.0,0.0,id_not_found
bw1-76,Klinklang,Black & White,806385,,,0.0,0.0,id_not_found
bw1-77,Patrat,Black & White,806386,,,0.0,0.0,id_not_found
bw1-81,Lillipup,Black & White,7226347,,,0.0,0.0,id_not_found
bw1-83,Stoutland,Black & White,806390,,,0.0,0.0,id_not_found
bw1-82,Herdier,Black & White,806389,,,0.0,0.0,id_not_found
bw1-89,Cinccino,Black & White,806396,,,0.0,0.0,id_not_found
bw1-9,Petilil,Black & White,2512820,,,0.0,0.0,id_not_found
bw1-92,Energy Retrieval,Black & White,806398,,,0.0,0.0,id_not_found
bw1-94,Energy Switch,Black & White,806400,,,0.0,0.0,id_not_found
bw1-96,PlusPower,Black & White,806402,,,0.0,0.0,id_not_found
bw10-104,Dusknoir,Plasma Blast,957406,,,0.0,0.0,id_not_found
bw10-105,Rare Candy,Plasma Blast,957407,,,0.0,0.0,id_not_found
bw10-12,Larvesta,Plasma Blast,957314,,,0.0,0.0,id_not_found
bw10-14,Squirtle,Plasma Blast,957316,,,0.0,0.0,id_not_found
bw10-13,Volcarona,Plasma Blast,957315,,,0.0,0.0,id_not_found
bw10-15,Wartortle,Plasma Blast,957317,,,0.0,0.0,id_not_found
bw10-20,Suicune,Plasma Blast,957322,,,0.0,0.0,id_not_found
bw10-23,Froslass,Plasma Blast,957325,,,0.0,0.0,id_not_found
bw10-28,Carracosta,Plasma Blast,957330,,,0.0,0.0,id_not_found
bw10-32,Eelektrik,Plasma Blast,957334,,,0.0,0.0,id_not_found
bw10-33,Eelektross,Plasma Blast,957335,,,0.0,0.0,id_not_found
bw10-34,Drifloon,Plasma Blast,957336,,,0.0,0.0,id_not_found
bw10-35,Drifblim,Plasma Blast,957337,,,0.0,0.0,id_not_found
bw10-37,Mesprit,Plasma Blast,957339,,,0.0,0.0,id_not_found
bw10-42,Solosis,Plasma Blast,957344,,,0.0,0.0,id_not_found
bw10-43,Duosion,Plasma Blast,957345,,,0.0,0.0,id_not_found
bw10-45,Golett,Plasma Blast,957347,,,0.0,0.0,id_not_found
bw10-50,Machamp,Plasma Blast,957352,,,0.0,0.0,id_not_found
bw10-51,Throh,Plasma Blast,957353,,,0.0,0.0,id_not_found
bw10-55,Houndour,Plasma Blast,957357,,,0.0,0.0,id_not_found
bw10-57,Aron,Plasma Blast,957359,,,0.0,0.0,id_not_found
bw10-60,Jirachi-EX,Plasma Blast,957362,,,0.0,0.0,id_not_found
bw10-61,Escavalier,Plasma Blast,957363,,,0.0,0.0,id_not_found
bw10-63,Shelgon,Plasma Blast,957365,,,0.0,0.0,id_not_found
bw10-67,Axew,Plasma Blast,957369,,,0.0,0.0,id_not_found
bw10-69,Haxorus,Plasma Blast,957371,,,0.0,0.0,id_not_found
bw10-73,Porygon2,Plasma Blast,957375,,,0.0,0.0,id_not_found
bw10-76,Ursaring,Plasma Blast,957378,,,0.0,0.0,id_not_found
bw10-79,Cover Fossil,Plasma Blast,957381,,,0.0,0.0,id_not_found
bw10-8,Accelgor,Plasma Blast,957310,,,0.0,0.0,id_not_found
bw10-83,Pokémon Catcher,Plasma Blast,957385,,,0.0,0.0,id_not_found
bw10-84,Professor Juniper,Plasma Blast,957386,,,0.0,0.0,id_not_found
bw10-88,Silver Bangle,Plasma Blast,957390,,,0.0,0.0,id_not_found
bw10-92,G Booster,Plasma Blast,957394,,,0.0,0.0,id_not_found
bw10-91,Plasma Energy,Plasma Blast,957393,,,0.0,0.0,id_not_found
bw10-94,Master Ball,Plasma Blast,957396,,,0.0,0.0,id_not_found
bw10-97,Genesect-EX,Plasma Blast,957399,,,0.0,0.0,id_not_found
bw11-100,Black Kyurem-EX,Legendary Treasures,957594,,,0.0,0.0,id_not_found
bw11-106,Druddigon,Legendary Treasures,957600,,,0.0,0.0,id_not_found
bw11-108,Tornadus,Legendary Treasures,957602,,,0.0,0.0,id_not_found
bw11-109,Bianca,Legendary Treasures,957603,,,0.0,0.0,id_not_found
bw11-11,Swadloon,Legendary Treasures,957505,,,0.0,0.0,id_not_found
bw11-111,Crushing Hammer,Legendary Treasures,957605,,,0.0,0.0,id_not_found
bw11-12,Leavanny,Legendary Treasures,957506,,,0.0,0.0,id_not_found
bw11-13,Dwebble,Legendary Treasures,957507,,,0.0,0.0,id_not_found
bw11-14,Crustle,Legendary Treasures,957508,,,0.0,0.0,id_not_found
bw11-20,Vulpix,Legendary Treasures,957514,,,0.0,0.0,id_not_found
bw11-21,Ninetales,Legendary Treasures,957515,,,0.0,0.0,id_not_found
bw11-24,Victini-EX,Legendary Treasures,957518,,,0.0,0.0,id_not_found
bw11-22,Moltres,Legendary Treasures,957516,,,0.0,0.0,id_not_found
bw11-25,Tepig,Legendary Treasures,957519,,,0.0,0.0,id_not_found
bw11-34,Prinplup,Legendary Treasures,957528,,,0.0,0.0,id_not_found
bw11-4,Cherubi,Legendary Treasures,957498,,,0.0,0.0,id_not_found
bw11-40,Tympole,Legendary Treasures,957534,,,0.0,0.0,id_not_found
bw11-41,Palpitoad,Legendary Treasures,957535,,,0.0,0.0,id_not_found
bw11-42,Seismitoad,Legendary Treasures,957536,,,0.0,0.0,id_not_found
bw11-45,Keldeo-EX,Legendary Treasures,957539,,,0.0,0.0,id_not_found
bw11-5,Carnivine,Legendary Treasures,957499,,,0.0,0.0,id_not_found
bw11-51,Zekrom,Legendary Treasures,957545,,,0.0,0.0,id_not_found
bw11-53,Mewtwo,Legendary Treasures,957547,,,0.0,0.0,id_not_found
bw11-55,Natu,Legendary Treasures,957549,,,0.0,0.0,id_not_found
bw11-6,Snivy,Legendary Treasures,957500,,,0.0,0.0,id_not_found
bw11-59,Ralts,Legendary Treasures,957553,,,0.0,0.0,id_not_found
bw11-61,Sableye,Legendary Treasures,957555,,,0.0,0.0,id_not_found
bw11-67,Trubbish,Legendary Treasures,957561,,,0.0,0.0,id_not_found
bw11-70,Gothita,Legendary Treasures,957564,,,0.0,0.0,id_not_found
bw11-72,Gothitelle,Legendary Treasures,957566,,,0.0,0.0,id_not_found
bw11-75,Duosion,Legendary Treasures,957569,,,0.0,0.0,id_not_found
bw11-78,Meloetta,Legendary Treasures,957572,,,0.0,0.0,id_not_found
bw11-79,Riolu,Legendary Treasures,957573,,,0.0,0.0,id_not_found
bw11-82,Excadrill-EX,Legendary Treasures,957576,,,0.0,0.0,id_not_found
bw11-84,Terrakion,Legendary Treasures,957578,,,0.0,0.0,id_not_found
bw11-85,Landorus,Legendary Treasures,957579,,,0.0,0.0,id_not_found
bw11-92,Altaria,Legendary Treasures,957586,,,0.0,0.0,id_not_found
bw11-91,Cobalion,Legendary Treasures,957585,,,0.0,0.0,id_not_found
bw11-94,Gible,Legendary Treasures,957588,,,0.0,0.0,id_not_found
bw11-95,Gabite,Legendary Treasures,957589,,,0.0,0.0,id_not_found
bw11-97,Deino,Legendary Treasures,957591,,,0.0,0.0,id_not_found
bw11-99,Hydreigon,Legendary Treasures,957593,,,0.0,0.0,id_not_found
bw11-98,Zweilous,Legendary Treasures,957592,,,0.0,0.0,id_not_found
bw11-RC1,Snivy,Legendary Treasures,957610,,,0.0,0.0,id_not_found
bw11-RC13,Purrloin,Legendary Treasures,957614,,,0.0,0.0,id_not_found
bw11-RC2,Servine,Legendary Treasures,957621,,,0.0,0.0,id_not_found
bw11-RC23,Emolga,Legendary Treasures,957625,,,0.0,0.0,id_not_found
bw11-RC25,Meloetta-EX,Legendary Treasures,957627,,,0.0,0.0,id_not_found
bw11-RC3,Serperior,Legendary Treasures,957628,,,0.0,0.0,id_not_found
bw11-RC6,Piplup,Legendary Treasures,957631,,,0.0,0.0,id_not_found
bw11-RC7,Pikachu,Legendary Treasures,957632,,,0.0,0.0,id_not_found
bw2-1,Pansage,Emerging Powers,955428,,,0.0,0.0,id_not_found
bw2-12,Whimsicott,Emerging Powers,955439,,,0.0,0.0,id_not_found
bw2-15,Deerling,Emerging Powers,955442,,,0.0,0.0,id_not_found
bw2-16,Sawsbuck,Emerging Powers,955443,,,0.0,0.0,id_not_found
bw2-20,Darumaka,Emerging Powers,955447,,,0.0,0.0,id_not_found
bw2-21,Darmanitan,Emerging Powers,955448,,,0.0,0.0,id_not_found
bw2-27,Swanna,Emerging Powers,955453,,,0.0,0.0,id_not_found
bw2-29,Cubchoo,Emerging Powers,955455,,,0.0,0.0,id_not_found
bw2-30,Beartic,Emerging Powers,955456,,,0.0,0.0,id_not_found
bw2-31,Beartic,Emerging Powers,955457,,,0.0,0.0,id_not_found
bw2-34,Galvantula,Emerging Powers,955460,,,0.0,0.0,id_not_found
bw2-36,Woobat,Emerging Powers,955462,,,0.0,0.0,id_not_found
bw2-4,Sewaddle,Emerging Powers,955431,,,0.0,0.0,id_not_found
bw2-41,Sigilyph,Emerging Powers,955467,,,0.0,0.0,id_not_found
